talk_id,title,description,speaker,recorded_date,published_date,event,duration,topic_names,views,files
775,Watch me play ... the audience!,"In this fun, 3-min performance from the World Science Festival, musician Bobby McFerrin uses the pentatonic scale to reveal one surprising result of the way our brains are wired.",Bobby McFerrin,2009-06-10,2010-02-27T01:00:00Z,World Science Festival,184,"music,performance,brain",3465973,
779,The riddle of experience vs. memory,"Using examples from vacations to colonoscopies, Nobel laureate and founder of behavioral economics Daniel Kahneman reveals how our ""experiencing selves"" and our ""remembering selves"" perceive happiness differently. This new insight has profound implications for economics, public policy -- and our own self-awareness.",Daniel Kahneman,2010-02-10,2010-03-01T09:05:00Z,TED2010,1189,"culture,science,economics,psychology,philosophy,happiness,brain",7085678,
780,"The rise of cricket, the rise of India",The tale of a major global cultural phenomenon: Cricket commentator Harsha Bhogle describes the spectacular arrival of fast-paced 20-20 cricket as it parallels the rise of modern India.  He traces the game from its sleepy English roots to the current world of celebrity owners and million-dollar player contracts.,Harsha Bhogle,2009-11-11,2010-03-02T01:00:00Z,TEDIndia 2009,1002,"culture,business,entertainment,sports,india",1117215,
716,Metaphorically speaking,"Aphorism enthusiast and author James Geary waxes on a fascinating fixture of human language: the metaphor. Friend of scribes from Aristotle to Elvis, metaphor can subtly influence the decisions we make, Geary says.",James Geary,2009-07-24,2009-12-17T15:48:00Z,TEDGlobal 2009,553,"music,art,poetry,language,writing,books",1100117,
717,A new way to fight corruption,"Shaffi Mather explains why he left his first career to become a social entrepreneur, providing life-saving transportation with his company 1298 for Ambulance. Now, he has a new idea and plans to begin a company to fight the booming business of corruption in public service, eliminating it one bribe at a time.",Shaffi Mather,2009-11-05,2009-12-21T08:50:00Z,TEDIndia 2009,735,"entrepreneur,social change,poverty,potential,Asia,society,crime,TED Fellows,india",628697,
718,Fusion is energy's future,"Physicist Steven Cowley is certain that nuclear fusion is the only truly sustainable solution to the fuel crisis. He explains why fusion will work -- and details the projects that he and many others have devoted their lives to, working against the clock to create a new source of energy.",Steven Cowley,2009-07-22,2009-12-22T08:41:00Z,TEDGlobal 2009,577,"climate change,environment,physics,energy,renewable energy",861412,
719,My message of peace from Pakistan,"One of a dozen Pakistanis who came to TEDIndia despite security hassles entering the country, TED Fellow Asher Hasan shows photos of ordinary Pakistanis that drive home a profound message for citizens of all nations: look beyond disputes, and see the humanity we share.",Asher Hasan,2009-11-06,2009-12-23T08:08:00Z,TEDIndia 2009,251,"culture,global issues,politics,entrepreneur,health,health care,war,violence,TED Fellows,india",494767,
721,What's the right thing to do?,"Is torture ever justified? Would you steal a drug that your child needs to survive? Is it sometimes wrong to tell the truth? How much is one human life worth? In the ""Justice"" program that bears his name, Harvard professor Michael Sandel probes these questions -- and asks what you think, and why.",Michael Sandel,2005-09-01,2009-12-23T12:46:00Z,Justice with Michael Sandel,3296,"politics,philosophy,law,government",509645,
722,Engineering a better life for all,"At the BIF innovation summit, Cat Laine draws on the Greek myth of Tantalus to explain the frustration developing countries face. She shows how we might help communities rich in human capital, but poor in resources and infrastructure, with cleverly engineered solutions.",Cat Laine,2009-10-07,2009-12-23T12:49:00Z,Business Innovation Factory,921,"engineering,business,innovation,creativity,poverty,infrastructure,international development",172484,
723,My solar-powered adventure,"For the dawn of a new decade, adventurer Bertrand Piccard offers us a challenge: Find motivation in what seems impossible. He shares his own plans to do what many say can't be done -- to fly around the world, day and night, in a solar-powered aircraft.",Bertrand Piccard,2009-07-24,2010-01-01T08:08:00Z,TEDGlobal 2009,1049,"sustainability,technology,engineering,flight,solar energy",911797,
724,The neurons that shaped civilization,"Neuroscientist Vilayanur Ramachandran outlines the fascinating functions of mirror neurons. Only recently discovered, these neurons allow us to learn complex social behaviors, some of which formed the foundations of human civilization as we know it.",Vilayanur Ramachandran,2009-11-05,2010-01-04T07:30:00Z,TEDIndia 2009,446,"science,cities,cognitive science,evolution,biology,brain,neuroscience,india",2461811,
726,Exposing the invisible,"Nick Veasey shows outsized X-ray images that reveal the otherworldly inner workings of familiar objects -- from the geometry of a wildflower to the anatomy of a Boeing 747. Producing these photos is dangerous and painstaking, but the reward is a superpower: looking at what the human eye can't see.",Nick Veasey,2009-07-24,2010-01-05T09:13:00Z,TEDGlobal 2009,781,"science,nature,art,photography",1972508,
727,How to live to be 100+,"To find the path to long life and health, Dan Buettner and team study the world's ""Blue Zones,"" communities whose elders live with vim and vigor to record-setting age. In his talk, he shares the 9 common diet and lifestyle habits that keep them spry past age 100.",Dan Buettner,2009-09-02,2010-01-06T09:00:00Z,TEDxTC,1162,"culture,science,food,health,biology,exploration,TEDx",4697723,
728,The real danger lurking in the water,"The gharial and king cobra are two of India's most iconic reptiles, and they're endangered because of polluted waterways. Conservationist Romulus Whitaker shows rare footage of these magnificent animals and urges us to save the rivers that sustain their lives and our own.",Romulus Whitaker,2009-11-05,2010-01-07T09:14:00Z,TEDIndia 2009,1021,"environment,animals,biodiversity,water,india,ecology",537022,
729,An all-star set,"Legendary jazz musician Herbie Hancock delivers a stunning performance alongside two old friends -- past drummer for the Headhunters, Harvey Mason, and bassist Marcus Miller. Listen to the end to hear them sweeten the classic ""Watermelon Man.""",Herbie Hancock,2009-02-06,2010-01-08T06:48:00Z,TED2009,1488,"music,performance",837451,
730,Really achieving your childhood dreams,"In 2007, Carnegie Mellon professor Randy Pausch, who was dying of pancreatic cancer, delivered a one-of-a-kind last lecture that made the world stop and pay attention. This moving talk will teach you how to really achieve your childhood dreams. Unmissable.",Randy Pausch,2007-09-18,2010-01-08T11:32:00Z,Carnegie Mellon University,4587,"culture,education,disease,self",678297,
732,The uniqueness of humans,"At Stanford University, primatologist Robert Sapolsky offers a fascinating and funny look at human behaviors which the rest of the animal kingdom would consider bizarre.",Robert Sapolsky,2009-09-08,2010-01-08T14:39:00Z,Stanford University,2247,"primates,psychology,biology,brain,humanity",680492,
733,What Bernie Madoff couldn't steal from me,Matt Weinstein lost his life savings to Bernie Madoff's notorious scam. But his response to the disaster is unexpectedly hopeful.,Matt Weinstein,2009-03-14,2010-01-09T08:59:00Z,AORN Congress,510,"business,money,public speaking",162803,
734,"How we rescued the ""dancing bears""","Traditionally, the Kalandar community of India has survived by capturing sloth bear cubs and training them to ""dance"" through extreme cruelty. Kartick Satyanarayan has been able to put an end to this centuries-old practice, and in so doing discovered a lesson of wider significance: make the practitioners part of the solution.",Kartick Satyanarayan,2009-11-06,2010-01-11T08:01:00Z,TEDIndia 2009,225,"environment,social change,animals,activism,biodiversity,india",486700,
663,Lead like the great conductors,"An orchestra conductor faces the ultimate leadership challenge: creating perfect harmony without saying a word. In this charming talk, Itay Talgam demonstrates the unique styles of six great 20th-century conductors, illustrating crucial lessons for all leaders.",Itay Talgam,2009-07-24,2009-10-21T01:00:00Z,TEDGlobal 2009,1234,"business,music,psychology,leadership,society,conducting",4338100,
664,1.3m reasons to re-invent the syringe,"Reuse of syringes, all too common in under-funded clinics, kills 1.3 million each year. Marc Koska clues us in to this devastating global problem with facts, photos and hidden-camera footage. He shares his solution: a low-cost syringe that can't be used twice.",Marc Koska,2009-07-24,2009-10-22T09:24:00Z,TEDGlobal 2009,268,"science,technology,design,biotech,health,medicine,public health,Vaccines,international development",728906,
665,Navigating our global future,"As globalization and technological advances bring us hurtling towards a new integrated future, Ian Goldin warns that not all people may benefit equally. But, he says, if we can recognize this danger, we might yet realize the possibility of improved life for everyone.",Ian Goldin,2009-07-23,2009-10-23T01:00:00Z,TEDGlobal 2009,409,"global issues,technology,economics,future,international development,equality",1296484,
666,A new way to explain explanation,"For tens of thousands of years our ancestors understood the world through myths, and the pace of change was glacial. The rise of scientific understanding transformed the world within a few centuries. Why? Physicist David Deutsch proposes a subtle answer.",David Deutsch,2009-07-23,2009-10-26T08:34:00Z,TEDGlobal 2009,981,"science,technology,history,philosophy,religion,universe,physics,ancient world",1575850,
